_id,name,brand,category,uni_code,box_quantity,price,quantity,stock_item,__v,spent,barcodes[0],barcodes[1],suppliers[0],suppliers[1],suppliers[2],barcode[0],barcode[1],volume,volume_unity,tax
66d85fef515b5eecdb486666,Cavalete Para Pintura,Outras,Outras,100cm x 60cm x 88cm,,202.18,0,false,0,5,,,666824e08c8e77b54bf64798,,,,,,,
66d8605b515b5eecdb486b59,Cartão De Memória,SanDisk,Outras,128gb,,115,1,false,0,0,,,666824e08c8e77b54bf64798,,,,,,,
66d8608b515b5eecdb486b61,Pilha,Elgin,Outras,AAA ,,0.33,40,false,0,0,,,666824e08c8e77b54bf64798,,,,,,,
66d860e2515b5eecdb486b7b,Rolo Etiqueta ,Niimbot,Outras,50x15mm,,52.8,1,true,0,0,,,666824e08c8e77b54bf64798,,,,,,,
66d9de6986b37c023d37b203,Calça,Via Grafit,Epi,n° 40,,,6,false,0,1,,,,,,,,,,
66d9deab86b37c023d37b216,Bermuda,Via Grafit,Epi,n° 40,,,1,false,0,0,,,,,,,,,,
66d9def486b37c023d37b21b,Calça ,Via Grafit,Epi,n° 38,,,4,false,0,2,,,,,,,,,,
66d9df0386b37c023d37b226,Bermuda ,Via Grafit,Epi,n° 38,,,7,false,0,0,,,,,,,,,,
66db4b6d2dd63f808c1ffd27,Sacola Plástica,Outras,Outras,40x50,,78.89,1,false,0,0,,,666824e08c8e77b54bf64798,,,,,,,
66db4b9c2dd63f808c1ffd2f,Kit Soquete Adaptador Macho,Outras,Outras,,,139.49,1,false,0,0,,,666824e08c8e77b54bf64798,,,,,,,
66dee5fb2dd63f808c21741a,Parafusadeira ,Makita,Outras,DHP482RAE,,1929.35,0,false,0,1,,,,,,,,,,
66e1c50863f404c3c0400427,Parafuso Sextavado Zincado ,Outras,Outras,M6 x 25,,,300,false,0,0,,,,,,,,1,un,
66e1c56f63f404c3c040043e,Rebite de Repuxo 525,Outras,Outras,"4,8 x 25,0",,0.21,600,false,0,0,,,666739238bc8fd55ccaa78d7,,,,,1,un,
66e1c59563f404c3c040044a,Rebite de Repuxo 416,Outras,Outras,"4,0 x 16,0",,,400,false,0,0,,,,,,,,1,un,
66e1c6be63f404c3c0400913,Rebite Rosca Lisa ,Outras,Outras,M6,,,300,false,0,0,,,,,,,,,,
66e1c6e763f404c3c040091a,Rebite Rosca Lisa,Outras,Outras,M10,,,200,false,0,0,,,,,,,,,,
66e1c7cd63f404c3c0400a35,Parafuso Sextavado Zincado,Outras,Outras,M10 x 25,,,100,false,0,0,,,666739238bc8fd55ccaa78d7,,,,,1,un,
66e1d33a63f404c3c040503a,Mangueira de Ar,Ibira,Outras,"1/4"" ",,3.05,1050,false,0,0,,,66f2a3e7d69ba29408dce988,,,,,1,m,
66e3310563f404c3c043bd35,Soquete Hexagonal 7,Gedore,Ferramenta,"1/2"" ",,,0,false,0,0,,,,,,,,,,
66e333e163f404c3c043c2e1,Conjunto Chave de Boca Catraca,Belzer,Outras,8mm - 19mm,,579,2,false,0,0,,,,,,,,,,
66e3340263f404c3c043c2ee,Conjunto Chave de Boca ,Gedore,Outras,6mm - 19mm ,,320,0,false,0,0,,,,,,,,,,
66e487c963f404c3c046242c,Camiseta,Via Grafit,Epi,P,,,33,false,0,1,,,,,,,,,,
66e487e663f404c3c0462440,Camiseta ,Via Grafit,Epi,M ,,,31,false,0,4,,,,,,,,,,
66e487f663f404c3c0462447,Camiseta  ,Via Grafit,Epi,G ,,,0,false,0,3,,,,,,,,,,
66e4880563f404c3c0462452,Camiseta   ,Via Grafit,Epi,GG ,,,15,false,0,5,,,,,,,,,,
66e489df63f404c3c04629c7,Calça  ,Via Grafit,Epi,n° 42  ,,,7,false,0,1,,,,,,,,,,
66e489f263f404c3c04629cc,Bermuda  ,Via Grafit,Epi,n° 42,,,3,false,0,0,,,,,,,,,,
66e8736cd2c1845436a800a2,Soquete Sextavado 32,Gedore,Ferramenta,"1/2""   ",,38,1,false,0,0,,,,,,,,,,
66e8739ed2c1845436a800a8,Chave Boca 32,Sata,Ferramenta,,,117,1,false,0,0,,,,,,,,,,
66e878b9d2c1845436a80f9c,Pigmento Fluorescente Amarelo,Saturn,Pigmento,,,50,20,true,0,7,,,,,,,,100,g,
66ec252bd69ba29408d7cc00,Lixa Folha D'Agua P220,3M,Outras,,,,450,false,0,0,,,6667568212dbd4d908e415b2,,,,,1,un,
66ec258ed69ba29408d7cc3a,Lixa Hookit P600,3M,Outras,,50,3.03,150,true,0,0,,,6667568212dbd4d908e415b2,,,,,1,un,
66ec3541d69ba29408d81405,Thinner 18L,Farben,Diluente,557.000,,,0,false,0,3,,,66674e5912dbd4d908e415af,,,,,18,l,
66ec3573d69ba29408d814e4,Adesivo Preto Jateado,Altak,Outras,"1,22m",,28,20,true,0,0,,,,,,,,1,m,
66ed8077d69ba29408d9968c,Engate Rapido Macho (Ext),Japonês,Outras,PM-20,,0.96,40,false,0,0,,,66f2a3b0d69ba29408dce417,66a12784affe4f371ee44ba0,,,,,,3.25
66ed80ccd69ba29408d9969d,Engate Rapido Macho,Japonês,Outras,PP-40,,2.96,60,false,0,0,,,66f2a3b0d69ba29408dce417,66a12784affe4f371ee44ba0,,,,,,3.25
66ed8986d69ba29408d9a91d,Suporte de Mangueira,Tramontina,Outras,35m,,11.4,5,false,0,3,,,,,,,,,,
66ed89a2d69ba29408d9a924,Espaguete Termoretratil,Outras,Outras,5m x 35mm,,106,0,false,0,0,,,,,,,,,,
66ed8a5ed69ba29408d9a929,Trava Rosca,Loctite,Ferramenta,271,,153.88,1,false,0,0,,,,,,,,,,
66ed8abdd69ba29408d9a92f,Abraçadeira Emborrachada,Norma,Outras,14mm 6mm,,2.84,20,false,0,0,,,666739238bc8fd55ccaa78d7,,,,,,,
66f2a590d69ba29408dcf2a2,Bobina Papel TK,Del Rey,Outras,40grs Madeira,,15.5,1006,false,0,74,,,66f2a352d69ba29408dce32b,,,,,,,
66f311095ba08fb3b6cd0f10,Trava Porta Macho,Outras,Outras,90mm,,7.5,0,false,0,0,,,66f310e75ba08fb3b6cd09d1,,,,,,,
66f311245ba08fb3b6cd0f19,Trava Porta Fêmea,Outras,Outras,90mm,,7.5,0,false,0,0,,,66f310e75ba08fb3b6cd09d1,,,,,,,
66f311a15ba08fb3b6cd0f88,Batente Borracha,Outras,Outras,38mm X 25mm,,7,12,false,0,0,,,66f310e75ba08fb3b6cd09d1,,,,,1,un,
66f311fb5ba08fb3b6cd0f92,Espatula Feltro,Outras,Ferramenta,,,15,5,false,0,0,,,,,,,,,,
66f4176b5ba08fb3b6ce17be,Conjunto de Chaves Fenda Phillips,Gedore,Ferramenta,8pçs,,,3,false,0,0,,,,,,,,,,
