_id,name,brand,hex,type,formula[0].base,formula[1].base,formula[2].base,formula[3].base,formula[4].base,formula[5].base,formula[6].base,formula[7].base,formula[8].base,formula[9].base,formula[10].base,formula[11].base,formula[0].quantity,formula[1].quantity,formula[2].quantity,formula[3].quantity,formula[4].quantity,formula[5].quantity,formula[6].quantity,formula[7].quantity,formula[8].quantity,formula[9].quantity,formula[10].quantity,formula[11].quantity,__v,manufacturer,tags[0],tags[1],tags[2],brands[0],brands[1],brands[2],brands[3],manufacture
66c9c4670ad0ecdcf46fa146,Azul Baltico ,Farben,#30466f,Acrilico,65ea0cf588af5449465bf4d8,6620073ab18ad27a975a662b,65ea0e3988af5449465bf4ec,65ea0cda88af5449465bf4d4,,,,,,,,,146,33,28,19,,,,,,,,,0,VW,,,,,,,,
66cc93f00ad0ecdcf475c1fe,Azul Biscaya,Farben,#0951a6,Poliester,65ea0cf588af5449465bf4d8,65ea0f0c88af5449465bf500,65ea02c3fd35a7ec8989460d,65ea0d9588af5449465bf4e8,65f820b9ae3e279cf0b2a253,,,,,,,,235,275,510,140,3,,,,,,,,0,VW,,,,,,,,
66cdd37a0ad0ecdcf477529f,Azul MB,Farben,#000635,Laca,65e87b69cb7a1ff3d9a824da,65e87b69cb7a1ff3d9a824de,65e87b69cb7a1ff3d9a824ea,65e87b69cb7a1ff3d9a824cc,,,,,,,,,399,117,53,31,,,,,,,,,0,,,,,66ba453b2725ba7db8bd5d59,,,,
66d0cdf4ae74912c765a72bb,Laranja Da Vaca,Farben,#cb8a37,Laca,65e87b69cb7a1ff3d9a824d6,65e87b69cb7a1ff3d9a824ea,65e87b69cb7a1ff3d9a824d4,65e87b69cb7a1ff3d9a824d0,,,,,,,,,36,17,127,39,,,,,,,,,0,,,,,,,,,
66d1fe17ae74912c765aae27,Cinza Sub Gray,Farben,#4f4b4b,Laca,65e87b69cb7a1ff3d9a824ea,65e87b69cb7a1ff3d9a824de,65e87b69cb7a1ff3d9a824d0,65e87b69cb7a1ff3d9a824d6,65e87b69cb7a1ff3d9a824cc,,,,,,,,91,85,7.4,4,3,,,,,,,,0,,scania,,,66d0cc37ae74912c765a71ff,,,,
66d6f5dd515b5eecdb45c103,Vermelho Paraná Boi,Farben,#ad2320,Laca,65e87b69cb7a1ff3d9a824ce,65e87b69cb7a1ff3d9a824de,65e87b69cb7a1ff3d9a824ea,65e87b69cb7a1ff3d9a824d8,,,,,,,,,149,3,22,38,,,,,,,,,0,,,,,66cda5240ad0ecdcf4773ae4,,,,
66d75fc9515b5eecdb4763fb,Verde Coroados (Claro),Farben,#4c7f50,Laca,65e87b69cb7a1ff3d9a824dc,65e87b69cb7a1ff3d9a824ea,65e87b69cb7a1ff3d9a824d0,65e87b69cb7a1ff3d9a824de,,,,,,,,,345,88,80,13.5,,,,,,,,,0,,,,,66d59fb2515b5eecdb436e18,,,,
66d8a5a9515b5eecdb49d98c,Dourado Frigo Bom,Farben,#c88c40,Laca,65e87b69cb7a1ff3d9a824d4,65e87b69cb7a1ff3d9a824d6,65e87b69cb7a1ff3d9a824ea,65e87b69cb7a1ff3d9a824de,,,,,,,,,50,8,3,0.6,,,,,,,,,0,,,,,663228205595dbf30c3043f6,,,,
66db381d2dd63f808c1fb45b,Prata Atego,Farben,#d4d4d4,Poliester,65ea0d9588af5449465bf4e8,664b9fcc141b36233cc19115,65f820b9ae3e279cf0b2a253,660da5271f715b0f8ef7880c,65ea0cf588af5449465bf4d8,65ea03c1e3fddb288cb30d87,65ea01b0ccec70770504976a,,,,,,20,105,156,55,2.5,46,15,,,,,,0,MB,9744,,,,,,,
66db52b42dd63f808c201ad6,Cinza Grespan (Corrugado,Farben,#ececec,Laca,65e87b69cb7a1ff3d9a824ea,65e87b69cb7a1ff3d9a824de,65e87b69cb7a1ff3d9a824da,,,,,,,,,,598,2.3,0.22,,,,,,,,,,0,,,,,,,,,
66df46fc2bcb2a79b92b0b3e,Grafite Atego,Farben,#5a5656,Poliester,664ba583141b36233cc192cc,65ea0d9588af5449465bf4e8,660da5271f715b0f8ef7880c,65ea0f0c88af5449465bf500,65ea0e5788af5449465bf4f0,65ea01b0ccec70770504976a,6620073ab18ad27a975a662b,65ea0450e3fddb288cb30d8b,65ea047ee3fddb288cb30d8f,660da5f01da388a666db73ae,,,130,56,16,14,5.3,30,5.5,64,34,13,,,0,MB,7754,FOSCO,,,,,,
66e0471463f404c3c03bd9e7,Dourado Junior,Farben,#c8d12a,Poliester,65f81f8b21502206e1869fda,6628112cb51173de0ebda815,65ea0352ccec707705049770,65ea0d1f88af5449465bf4dc,65eef66bc6ade12d4088a2b6,65ea01b0ccec70770504976a,660da5271f715b0f8ef7880c,65ea0f4e88af5449465bf504,,,,,467,98,64,66,26,16,23,10,,,,,0,Scania,,,,,,,,
66e094b763f404c3c03d15f9,Vermelho Vulcânico,Farben,#e41b1b,Acrilico,65ea0e3988af5449465bf4ec,65ea0cbc88af5449465bf4d0,6620073ab18ad27a975a662b,65ea0eb988af5449465bf4f8,,,,,,,,,288,217,29.1,132,,,,,,,,,0,MB,,,,,,,,
66e0a6c463f404c3c03d6aef,Verde Hippie,Farben,#b3d353,Laca,65e87b69cb7a1ff3d9a824ea,65e87b69cb7a1ff3d9a824d4,65e87b69cb7a1ff3d9a824d0,65e87b69cb7a1ff3d9a824da,,,,,,,,,52,16,61,9,,,,,,,,,0,,,,,,,,,
66eacbbbd69ba29408d5305c,Azul MCA,Farben,#172033,Poliester,65ea0c76caee68804da3dfb8,65ea0d9588af5449465bf4e8,664ba583141b36233cc192cc,65ea105788af5449465bf510,65ea02c3fd35a7ec8989460d,,,,,,,,30,69,40,8,60,,,,,,,,0,,,,,66e88c98d2c1845436a89012,,,,
66ead567d69ba29408d54ff4,Azul MCA ,Farben,#369ea8,Laca,65e87b69cb7a1ff3d9a824da,65e87b69cb7a1ff3d9a824ea,65e87b69cb7a1ff3d9a824dc,,,,,,,,,,400,224,134,,,,,,,,,,0,,,,,,,,,
66ec8779d69ba29408d94760,Verde Premium (Escuro),Farben,#366026,Laca,65e87b69cb7a1ff3d9a824de,65e87b69cb7a1ff3d9a824dc,65e87b69cb7a1ff3d9a824ea,65e87b69cb7a1ff3d9a824d0,,,,,,,,,32,115,55,142.71,,,,,,,,,0,,,,,,,,,
66f3fdfd5ba08fb3b6cdae60,Crimson Red,Farben,#ce1710,Poliester,65f8213606bf9ed72aefbd4f,65f81f8b21502206e1869fda,660da5b52fd6df2c5cc9e6c2,65ea0f9b88af5449465bf508,65f81fd221502206e1869fde,65ea0c3ccaee68804da3dfb0,65ea0e3988af5449465bf4ec,65ea01b0ccec70770504976a,,,,,160,590,97,276,410,110,90,11,,,,,0,Volvo,cordoba,,,,,,,
66f6c0115ba08fb3b6d225fe,Roxo Zanolli,Farben,#603192,Laca,65e87b69cb7a1ff3d9a824cc,65e87b69cb7a1ff3d9a824e2,65e87b69cb7a1ff3d9a824ea,,,,,,,,,,41,10,43.9,,,,,,,,,,0,,,,,,,,,
66fd80cf5145464d10ef2000,Amarelo Porsche,Farben,#dbb828,Laca,65e87b69cb7a1ff3d9a824d0,65e87b69cb7a1ff3d9a824de,65e87b69cb7a1ff3d9a824d4,65e87b69cb7a1ff3d9a824ea,65e87b69cb7a1ff3d9a824d6,,,,,,,,615,4.1,298,331,24.4,,,,,,,,0,,,,,,,,,
67042e835145464d10fa0863,Prata Imperial,Farben,#b5bbb9,Poliester,65ea0e9d88af5449465bf4f4,65ea105788af5449465bf510,660da5271f715b0f8ef7880c,65ea0352ccec707705049770,664ba52c141b36233cc192c7,65ea0d9588af5449465bf4e8,65ea047ee3fddb288cb30d8f,65ea0cf588af5449465bf4d8,,,,,1.9,1.75,198,337,251,8.3,72,2.5,,,,,0,VW,,,,,,,,
67066194037b5c03baaec264,Azul Ibiporã ,Farben,#3149bf,Laca,65e87b69cb7a1ff3d9a824da,65e87b69cb7a1ff3d9a824ea,65e87b69cb7a1ff3d9a824cc,,,,,,,,,,215,52,47.5,,,,,,,,,,0,,furgões,,,,,,,
670664da037b5c03baaee343,Azul Fenatran (Escuro),Farben,#1e1748,Laca,65e87b69cb7a1ff3d9a824de,65e87b69cb7a1ff3d9a824da,65e87b69cb7a1ff3d9a824ea,,,,,,,,,,66,975,33.6,,,,,,,,,,0,,,,,,,,,
67068a17607ddce94cc8519a,Urban Gray,Farben,#393838,Epoxi,6620073ab18ad27a975a662b,65ea0d7b88af5449465bf4e4,65ea0cda88af5449465bf4d4,,,,,,,,,,440,240,100,,,,,,,,,,0,Scania,,,,,,,,
6706b267607ddce94cc9c499,Azul Fenatran (Claro),Farben,#2741df,Laca,65e87b69cb7a1ff3d9a824da,65e87b69cb7a1ff3d9a824cc,65e87b69cb7a1ff3d9a824ea,,,,,,,,,,149.5,21.4,54,,,,,,,,,,0,,,,,,,,,
6707eb3a607ddce94ccbbff3,Laranja Vitta Rio,Farben,#f68d3f,Laca,65e87b69cb7a1ff3d9a824ea,65e87b69cb7a1ff3d9a824d6,65e87b69cb7a1ff3d9a824d0,,,,,,,,,,10.4,80,58,,,,,,,,,,0,,,,,,,,,
67166ecf18ce94802ed266fc,Azul Fun,Farben,#0978d4,Poliester,65ea0c76caee68804da3dfb8,65ea0c15caee68804da3dfac,65f8204821502206e1869fe6,65ea0352ccec707705049770,65ea0f9b88af5449465bf508,65ea01b0ccec70770504976a,,,,,,,92,75,52,106,9.9,8,,,,,,,0,Volvo,S9001845,,,,,,,
671674d318ce94802ed28cb2,Vermelho RAL 3530,Farben,#da1717,Laca,65e87b69cb7a1ff3d9a824ea,65e87b69cb7a1ff3d9a824ce,65e87b69cb7a1ff3d9a824d6,,,,,,,,,,26.46,95,111,,,,,,,,,,0,MB,MBB,,,,,,,
6716752918ce94802ed28df2,Verde John Deere,Farben,#3d752a,Laca,65e87b69cb7a1ff3d9a824de,65e87b69cb7a1ff3d9a824d6,65e87b69cb7a1ff3d9a824ea,65e87b69cb7a1ff3d9a824da,65e87b69cb7a1ff3d9a824d2,,,,,,,,1.85,11,11.6,61,150,,,,,,,,0,,,,,,,,,
6716a27518ce94802ed42090,Azul Piscina,Farben,#0e7fc4,Laca,65e87b69cb7a1ff3d9a824ce,65e87b69cb7a1ff3d9a824cc,65e87b69cb7a1ff3d9a824da,65e87b69cb7a1ff3d9a824ea,,,,,,,,,2.55,5.1,111,122,,,,,,,,,0,,,,,,,,,
671942142de7c77f6fc48e08,Azul A&P Foods Perolizado,Farben,#372c93,Acrilico,65ea0f0c88af5449465bf500,65ea02c3fd35a7ec8989460d,65ea0d9588af5449465bf4e8,6620073ab18ad27a975a662b,65ea01b0ccec70770504976a,664ba583141b36233cc192cc,65ea105788af5449465bf510,664b9f39141b36233cc1905c,,,,,112,280,33,6.2,25,6,61,291,,,,,0,,,,,,,,,
672387eff534af695be8883c,Azul Piscina,Farben,#2590da,Acrilico,6620073ab18ad27a975a662b,65ea0c76caee68804da3dfb8,65ea105788af5449465bf510,65ea0eb988af5449465bf4f8,,,,,,,,,292,189.5,14,6,,,,,,,,,0,Volvo,,,,,,,,
672a7d731f160c3e0e0e9788,Java Pearl,Farben,#51543b,Poliester,65ea0d9588af5449465bf4e8,660da6221da388a666db73b2,65ea0cbc88af5449465bf4d0,65f81f8b21502206e1869fda,65ea01b0ccec70770504976a,660da5722fd6df2c5cc9e6be,662a7ee84c5f2c4dd5549aa4,65ea0450e3fddb288cb30d8b,,,,,869,220,54,565,70,233,44,30,,,,,0,Volvo,3301,,,,,,,
672b5de31f160c3e0e0f9cf9,Ruby Circus Perolizado,Farben,#ab1212,Poliester,65f8213606bf9ed72aefbd4f,65f8200421502206e1869fe2,65f81f8b21502206e1869fda,65ea0f9b88af5449465bf508,660da5b52fd6df2c5cc9e6c2,65ea0c5acaee68804da3dfb4,664ba583141b36233cc192cc,,,,,,50,17,16,26,48,2.1,2,,,,,,0,Volvo,l6503.1391,3503,,,,,,
672b5e3e1f160c3e0e0f9ea7,Rosa Especial,Farben,#e090ae,Poliester,,,,,,,,,,,,,,,,,,,,,,,,,0,Volvo,S94578,l6075.1391,,,,,,
672b5e7a1f160c3e0e0fa04a,Verde Tropical Perolizado,Farben,#134742,Poliester,65f8204821502206e1869fe6,664ba047141b36233cc19120,664b9f39141b36233cc1905c,65ea0d9588af5449465bf4e8,65ea0e9d88af5449465bf4f4,664ba52c141b36233cc192c7,65ea0c76caee68804da3dfb8,65ea01b0ccec70770504976a,,,,,11.6,4.1,1.2,43,8.1,6.1,41,3.5,,,,,0,Volvo,3401GREE,3401,,,,,,
672b5ecb1f160c3e0e0fa1cf,Ruby Red,Farben,#b61212,Poliester,,,,,,,,,,,,,,,,,,,,,,,,,0,Volvo,1512RED,l19512.1392,,,,,,
672b5f271f160c3e0e0fa363,Purpur Violet,Farben,#7b225d,Acrilico,65ea0e5788af5449465bf4f0,65ea0d1f88af5449465bf4dc,6620073ab18ad27a975a662b,65ea0d9588af5449465bf4e8,65ea105788af5449465bf510,,,,,,,,235,112,53,12,13,,,,,,,,0,Volvo,l19105.1392,,,,,,,
672b5fa91f160c3e0e0fa607,Verde Jade Perolizado,Farben,#82b8b9,Poliester,,,,,,,,,,,,,,,,,,,,,,,,,0,Volvo,3402GREE,l6402.1591,,,,,,
672b600a1f160c3e0e0faa2c,China Red,Farben,#e04433,Acrilico,,,,,,,,,,,,,,,,,,,,,,,,,0,Volvo,1509RED,l9509.1392,,,,,,
672b603b1f160c3e0e0fb8eb,Vermelho Agra,Farben,#f2341a,Acrilico,65ea0eb988af5449465bf4f8,6620073ab18ad27a975a662b,65ea0cbc88af5449465bf4d0,65ea0d7b88af5449465bf4e4,65ea0f9b88af5449465bf508,,,,,,,,210,48.4,36,4.5,56.5,,,,,,,,0,Volvo,1518RED,l19518.1392,,,,,,
672b60751f160c3e0e0fba04,Verde Savage Metálico,Farben,#85b277,Poliester,,,,,,,,,,,,,,,,,,,,,,,,,0,Volvo,S91097,,,,,,,
672b60a51f160c3e0e0fbada,Verde Polidura,Farben,#1f8662,Acrilico,,,,,,,,,,,,,,,,,,,,,,,,,0,Volvo,10117,l9009.1592,,,,,,
672b60f51f160c3e0e0fc16c,Silver Grey,Farben,#c9c8c5,Poliester,,,,,,,,,,,,,,,,,,,,,,,,,0,Volvo,1711,l9711.1992,,,,,,
672b611e1f160c3e0e0fc82e,Prata Nórdico Metálico,Farben,#c9c2c2,Poliester,,,,,,,,,,,,,,,,,,,,,,,,,0,Volvo,2703GREY,,,,,,,
672b61b91f160c3e0e0fd924,Silver Metallic,Farben,#c5c5c5,Poliester,65f820b9ae3e279cf0b2a253,65ea0450e3fddb288cb30d8b,660da5271f715b0f8ef7880c,660da5722fd6df2c5cc9e6be,6620073ab18ad27a975a662b,65ea0352ccec707705049770,,,,,,,144,340,4,1,9,38,,,,,,,0,Volvo,2701GREY,l6701.1891,,,,,,
672b638b1f160c3e0e0fec71,Azul Ártico Metálico,Farben,#3d55a3,Poliester,,,,,,,,,,,,,,,,,,,,,,,,,0,Volvo,2608BLUE,,,,,,,
672b63db1f160c3e0e0ff409,Azul MBB,Farben,#009dcb,Acrilico,,,,,,,,,,,,,,,,,,,,,,,,,0,Volvo,l9069.1492,,,,,,,
672b64111f160c3e0e0ffafd,Midas Touch - Bronze Metálico,Farben,#ae8528,Poliester,,,,,,,,,,,,,,,,,,,,,,,,,0,Volvo,2302BROW,l1723.1291,,,,,,
672b645a982c4c28753ff276,Azul Ultramarino ,Farben,#232db2,Poliester,65ea03c1e3fddb288cb30d87,65ea02c3fd35a7ec8989460d,65ea0f0c88af5449465bf500,65ea105788af5449465bf510,65f820b9ae3e279cf0b2a253,660da5271f715b0f8ef7880c,65ea0cf588af5449465bf4d8,65ea01b0ccec70770504976a,,,,,468,290,380,260,240,40,330,160,,,,,0,Volvo,2605BLUE,l6605.1491,farben,,,,,
672b647c982c4c28753ff2ef,Bege Nevada Metálico,Farben,#c4b6af,Poliester,,,,,,,,,,,,,,,,,,,,,,,,,0,Volvo,S91078,,,,,,,
672b64ab982c4c28753ff4dc,TrafIc Blue,Farben,#0689d9,Acrilico,6620073ab18ad27a975a662b,65ea0f0c88af5449465bf500,65ea0cf588af5449465bf4d8,65ea0c5acaee68804da3dfb4,,,,,,,,,30,13,19.5,0.2,,,,,,,,,0,Volvo,l9055.1492,,,,,,,
672b64e5982c4c28753ffcf4,Volvo Blue,Farben,#198dd4,Acrilico,,,,,,,,,,,,,,,,,,,,,,,,,0,Volvo,1604,l9604.1492,,,,,,
672b6510982c4c28754004a3,Azul Nórdico,Farben,#0099e5,Acrilico,,,,,,,,,,,,,,,,,,,,,,,,,0,Volvo,l9085.1492,,,,,,,
672b6571982c4c287540083a,Azul Dark Knight (Perolizado),Farben,#1c1e62,Poliester,65ea0f0c88af5449465bf500,65ea02c3fd35a7ec8989460d,660da6221da388a666db73b2,65ea0cf588af5449465bf4d8,664b9f39141b36233cc1905c,664ba52c141b36233cc192c7,65ea01b0ccec70770504976a,65ea0d9588af5449465bf4e8,,,,,53,22,5.3,23,3,5.2,1.2,2,,,,,0,Volvo,S94547l6602.1491,,,,,,,
672b65a6982c4c28754009e0,Amber Yellow,Farben,#ebc849,Acrilico,,,,,,,,,,,,,,,,,,,,,,,,,0,Volvo,1214,l9214.1292,,,,,,
672bb48f27ae7d2cd7440608,Burned Ochre,Farben,#c95710,Acrilico,65ea0cbc88af5449465bf4d0,65ea0fba88af5449465bf50c,6620073ab18ad27a975a662b,65ea0d7b88af5449465bf4e4,,,,,,,,,560,48,33.4,13,,,,,,,,,0,Volvo,1517,l9517.1692,,,,,,
673339b99cdc24f16012d196,Java Pearl (Fundo),Farben,#51543b,Epoxi,6620073ab18ad27a975a662b,65ea0d5d88af5449465bf4e0,65ea0d7b88af5449465bf4e4,65ea0e3988af5449465bf4ec,,,,,,,,,160,120,43,19,,,,,,,,,0,Volvo,,,,,,,,
67333d5d9cdc24f16012e5fb,Crimsom Red (Fundo),Farben,#a31515,Epoxi,65ea0e3988af5449465bf4ec,65ea0e5788af5449465bf4f0,65ea0d7b88af5449465bf4e4,6620073ab18ad27a975a662b,,,,,,,,,54,40,3,2,,,,,,,,,0,Volvo,,,,,,,,
67364dcc9cdc24f160221442,Cinza Agromina (Claro) ,Farben,#515160,Laca,65e87b69cb7a1ff3d9a824ea,65e87b69cb7a1ff3d9a824de,65e87b69cb7a1ff3d9a824ce,65e87b69cb7a1ff3d9a824cc,65e87b69cb7a1ff3d9a824d0,,,,,,,,396,138,35,16,14,,,,,,,,0,,,,,,,,,
67364ded9cdc24f160221529,Cinza Agromina (Médio) ,Farben,#2f2d3a,Laca,65e87b69cb7a1ff3d9a824cc,65e87b69cb7a1ff3d9a824de,65e87b69cb7a1ff3d9a824ea,65e87b69cb7a1ff3d9a824ce,65e87b69cb7a1ff3d9a824d0,,,,,,,,23,194.4,307,47,20,,,,,,,,0,,,,,,,,,
67364e029cdc24f1602215c8,Cinza Agromina (Escuro),Farben,#221e22,Laca,65e87b69cb7a1ff3d9a824ea,65e87b69cb7a1ff3d9a824de,65e87b69cb7a1ff3d9a824ce,65e87b69cb7a1ff3d9a824cc,65e87b69cb7a1ff3d9a824d0,,,,,,,,180,221,50,31,20,,,,,,,,0,,,,,,,,,
673f191be4f31a20321cbe5c,Amarelo Agromina (Claro),Farben,#f9f989,Laca,65e87b69cb7a1ff3d9a824d2,65e87b69cb7a1ff3d9a824ea,,,,,,,,,,,150,898,,,,,,,,,,,0,,,,,,,,,
673f1935e4f31a20321cbedf,Amarelo Agromina (Escuro),Farben,#d7c83c,Laca,65e87b69cb7a1ff3d9a824d0,65e87b69cb7a1ff3d9a824d4,65e87b69cb7a1ff3d9a824ea,,,,,,,,,,108,56,122,,,,,,,,,,0,,,,,,,,,
67408b48e4f31a203221f6d2,Vermelho Bellatrix,Farben,#e53c3f,Poliester,662a7e9f4c5f2c4dd5549a9c,65f8204821502206e1869fe6,65f8200421502206e1869fe2,65ea107388af5449465bf514,65ea0e5788af5449465bf4f0,65f820b9ae3e279cf0b2a253,65ea0e3988af5449465bf4ec,660da5271f715b0f8ef7880c,,,,,5.5,12,13,62,159,7.2,47,17,,,,,0,MB,MB,3984,,,,,,
6740ca24e4f31a2032245f50,Vermelho Bellatrix (Fundo),Farben,#dd2a3f,Epoxi,6620073ab18ad27a975a662b,65ea107388af5449465bf514,,,,,,,,,,,120,120,,,,,,,,,,,0,,,,,,,,,
6740cb89e4f31a2032246d47,Vermelho Bellatrix (Fundo),Farben,#cf2c42,Poliester,65ea0e5788af5449465bf4f0,65ea107388af5449465bf514,65ea0e3988af5449465bf4ec,6620073ab18ad27a975a662b,65ea0d9588af5449465bf4e8,,,,,,,,77,65,22,9,3,,,,,,,,0,,,,,,,,,
674d9c53fbdc4b7107cfc1ee,Azul Jasper,Farben,#172286,Poliester,65ea0f0c88af5449465bf500,65ea0c76caee68804da3dfb8,660da6221da388a666db73b2,65ea0d9588af5449465bf4e8,65ea0450e3fddb288cb30d8b,,,,,,,,845,190,74,49,20,,,,,,,,0,MB,5345,MBB,,,,,,
674f4186fbdc4b7107d7c575,Cinza Orlato,Farben,#d0d1cf,Laca,65e87b69cb7a1ff3d9a824ea,65e87b69cb7a1ff3d9a824de,65e87b69cb7a1ff3d9a824da,,,,,,,,,,260,15,0.2,,,,,,,,,,0,,,,,,,,,
674f4440fbdc4b7107d7e92a,Azul Orlato,Farben,#17109e,Laca,65e87b69cb7a1ff3d9a824da,65e87b69cb7a1ff3d9a824ea,65e87b69cb7a1ff3d9a824cc,,,,,,,,,,1192,52,80,,,,,,,,,,0,,,,,,,,,
6751b9d9fbdc4b7107e19281,Vermelho Roanna (Efeito),Farben,#d09d7e,Laca,65e87b69cb7a1ff3d9a824ce,65e87b69cb7a1ff3d9a824ea,65e87b69cb7a1ff3d9a824d0,65e87b69cb7a1ff3d9a824de,,,,,,,,,19.5,118,43,0.3,,,,,,,,,0,,,,,,,,,
6751f3d8fbdc4b7107e46c3a,Azul Naturale,Farben,#192d85,Laca,65e87b69cb7a1ff3d9a824da,65e87b69cb7a1ff3d9a824ea,65e87b69cb7a1ff3d9a824cc,65e87b69cb7a1ff3d9a824ce,65e87b69cb7a1ff3d9a824de,,,,,,,,138,37,20.3,11,2.2,,,,,,,,0,,,,,,,,,
6751f67ffbdc4b7107e48656,Vermelho Naturale (Esc),Farben,#db2323,Laca,65e87b69cb7a1ff3d9a824ce,65e87b69cb7a1ff3d9a824d0,65e87b69cb7a1ff3d9a824d8,65e87b69cb7a1ff3d9a824ea,,,,,,,,,145,30,4,20.2,,,,,,,,,0,,,,,,,,,
6751fc13fbdc4b7107e4d27d,Vermelho Naturale (Claro),Farben,#db2c2f,Laca,65e87b69cb7a1ff3d9a824ce,65e87b69cb7a1ff3d9a824d0,65e87b69cb7a1ff3d9a824ea,65e87b69cb7a1ff3d9a824de,,,,,,,,,195,21,68.9,2.3,,,,,,,,,0,,,,,,,,,
6751fd5cfbdc4b7107e4e1f3,Verde Naturale,Farben,#50afaf,Laca,65e87b69cb7a1ff3d9a824ea,65e87b69cb7a1ff3d9a824da,65e87b69cb7a1ff3d9a824d2,65e87b69cb7a1ff3d9a824de,,,,,,,,,36,18,3.5,0.7,,,,,,,,,0,,,,,,,,,
6751ff8cfbdc4b7107e4fb85,PI,Farben,#ff000c,Acrilico,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
67570b97fbdc4b7107f426ed,Dourado Santa Fé,Farben,#b9b449,Poliester,65f81f8b21502206e1869fda,660da5722fd6df2c5cc9e6be,65f820b9ae3e279cf0b2a253,6628112cb51173de0ebda815,660da5271f715b0f8ef7880c,65ea0d9588af5449465bf4e8,65eef66bc6ade12d4088a2b6,,,,,,264,159,10.6,12.9,20.6,17.9,31,,,,,,0,,,,,,,,,
67597b96fbdc4b7107fce603,Vermelho Argus (Efeito),Farben,#c46361,Laca,65e87b69cb7a1ff3d9a824ea,65e87b69cb7a1ff3d9a824d0,65e87b69cb7a1ff3d9a824ce,65e87b69cb7a1ff3d9a824de,65e87b69cb7a1ff3d9a824e2,,,,,,,,742,220,214,2.9,40,,,,,,,,0,,,,,,,,,
675ae3f5fbdc4b7107059aa1,Preto,Farben,#000000,Laca,65e87b69cb7a1ff3d9a824de,,,,,,,,,,,,700,,,,,,,,,,,,0,,preto,,,,,,,
675c39f5fbdc4b71070a7294,Azul Celeste ,Farben,#345dc4,Laca,65e87b69cb7a1ff3d9a824ea,65e87b69cb7a1ff3d9a824da,65e87b69cb7a1ff3d9a824cc,65e87b69cb7a1ff3d9a824de,,,,,,,,,64.6,166,20.8,1.8,,,,,,,,,0,Scania,,,,,,,,
675c3ec7fbdc4b71070a9d85,Azul Celeste,Farben,#3b67be,Acrilico,6620073ab18ad27a975a662b,65ea0cf588af5449465bf4d8,65ea0f0c88af5449465bf500,65ea0c5acaee68804da3dfb4,,,,,,,,,50,94,112,4.65,,,,,,,,,0,Scania,,,,,,,,
67656481fbdc4b71071bf174,Azul Ultramarino (Fundo),Farben,#4b43bf,Epoxi,65ea0cf588af5449465bf4d8,65ea105788af5449465bf510,6620073ab18ad27a975a662b,65ea0d9588af5449465bf4e8,,,,,,,,,200,135,35,10,,,,,,,,,0,Volvo,,,,,,,,
677e7063d0341fd00c6325bb,Bronze Namibia (Fundo),Farben,#88402d,Laca,65e87b69cb7a1ff3d9a824e0,65e87b69cb7a1ff3d9a824d4,,,,,,,,,,,180,40,,,,,,,,,,,0,MB,,,,,,,,
677fb551f958a53ceab67ed7,Storm Grey,Farben,#b6b6b6,Acrilico,6620073ab18ad27a975a662b,65ea0c5acaee68804da3dfb4,65ea0d9588af5449465bf4e8,,,,,,,,,,800,3,112,,,,,,,,,,0,,,,,,,,,
67813f96f958a53ceabd3766,Vermelho Ray,Farben,#4e0707,Laca,65e87b69cb7a1ff3d9a824ce,65e87b69cb7a1ff3d9a824e2,65e87b69cb7a1ff3d9a824ea,65e87b69cb7a1ff3d9a824de,,,,,,,,,200,60,5,19,,,,,,,,,0,,,,,,,,,
6787c386fe42c8b0f097c094,Vermelho Cereja,Farben,#ae0d0d,Laca,65e87b69cb7a1ff3d9a824e2,65e87b69cb7a1ff3d9a824ce,65e87b69cb7a1ff3d9a824ea,,,,,,,,,,662,370,2,,,,,,,,,,0,Scania,,,,,,,,
6787cc48fe42c8b0f0981a61,Vermelho Cereja,Farben,#be0f1c,Acrilico,65ea0c3ccaee68804da3dfb0,65ea107388af5449465bf514,6620073ab18ad27a975a662b,65ea0e3988af5449465bf4ec,,,,,,,,,400,50,9,67,,,,,,,,,0,Scania,,,,,,,,
678a504efe42c8b0f09ec2be,Verde Matheus,Farben,#253e15,Laca,65e87b69cb7a1ff3d9a824dc,65e87b69cb7a1ff3d9a824de,65e87b69cb7a1ff3d9a824d0,65e87b69cb7a1ff3d9a824d6,65e87b69cb7a1ff3d9a824ea,,,,,,,,100,33,235,50,27,,,,,,,,0,,,,,,,,,
678e5641fe42c8b0f0a6b403,CINZA,Farben,#7e7e7e,Acrilico,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
678e565bfe42c8b0f0a6b4f1,Cinza Cosmos,Farben,#7e7e7e,Poliester,65ea0d9588af5449465bf4e8,65ea0352ccec707705049770,65f8204821502206e1869fe6,65ea0f0c88af5449465bf500,6620073ab18ad27a975a662b,65ea0c5acaee68804da3dfb4,660da6221da388a666db73b2,,,,,,150,170,53,31.2,9.5,90,28,,,,,,0,VW,,,,,,,,
