_id,name,brand,hex,type,formula[0].base,formula[1].base,formula[2].base,formula[3].base,formula[4].base,formula[5].base,formula[6].base,formula[7].base,formula[8].base,formula[9].base,formula[10].base,formula[11].base,formula[0].quantity,formula[1].quantity,formula[2].quantity,formula[3].quantity,formula[4].quantity,formula[5].quantity,formula[6].quantity,formula[7].quantity,formula[8].quantity,formula[9].quantity,formula[10].quantity,formula[11].quantity,__v,manufacturer,tags[0],tags[1],tags[2],brands[0],brands[1],brands[2],brands[3],manufacture
67991148fe42c8b0f0c9c721,SALMÃO RDD,Farben,#d64124,Laca,65e87b69cb7a1ff3d9a824ea,65e87b69cb7a1ff3d9a824ce,65e87b69cb7a1ff3d9a824d2,65e87b69cb7a1ff3d9a824d6,65e87b69cb7a1ff3d9a824d4,,,,,,,,70,49,61,122,27,,,,,,,,0,,RDD,,,,,,,
679a6760fe42c8b0f0d1a9a7,Laranja MBB Metalico Carlotti,Farben,#f9ba3c,Acrilico,65ea0d5d88af5449465bf4e0,6620073ab18ad27a975a662b,65ea0eb988af5449465bf4f8,,,,,,,,,,727,235,41,,,,,,,,,,0,,,,,,,,,
67a10436fe42c8b0f0dee696,Amarelo Escolar,Farben,#f7b91d,Laca,65e87b69cb7a1ff3d9a824d0,65e87b69cb7a1ff3d9a824d6,65e87b69cb7a1ff3d9a824ea,65e87b69cb7a1ff3d9a824d4,65e87b69cb7a1ff3d9a824de,,,,,,,,219,19,35,32,0.5,,,,,,,,0,,,,,,,,,
67a3c87bfe42c8b0f0ea0dc0,Vermelho Jatobá,Farben,#731226,Laca,65e87b69cb7a1ff3d9a824e2,65e87b69cb7a1ff3d9a824ce,65e87b69cb7a1ff3d9a824cc,,,,,,,,,,156.85,47.55,2.3,,,,,,,,,,0,,vermelho,avioletado,,,,,,
67ae2b5c75e65404262fa2dd,MBB Fita Flex,Farben,#fab04d,Acrilico,65ea0d5d88af5449465bf4e0,65ea0cbc88af5449465bf4d0,6620073ab18ad27a975a662b,,,,,,,,,,50,39.7,17,,,,,,,,,,0,Volvo,,,,,,,,
67b8935a2ec7bca7f77a64fe,Verde Alamo,Farben,#4fe9cf,Acrilico,65ea0edb88af5449465bf4fc,6620073ab18ad27a975a662b,65ea0c15caee68804da3dfac,65ea0d9588af5449465bf4e8,,,,,,,,,228,640,64,13.5,,,,,,,,,0,Volvo,,,,,,,,
67b8c0c42ec7bca7f77b6504,Branco volvo,Farben,#efefef,Acrilico,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
67bdbfd22ec7bca7f781e114,Rosa Romã,Farben,#dba294,Poliester,65ea0f9b88af5449465bf508,65ea0d5d88af5449465bf4e0,65ea0d7b88af5449465bf4e4,65f8213606bf9ed72aefbd4f,664ba583141b36233cc192cc,65ea0fba88af5449465bf50c,660da5271f715b0f8ef7880c,65ea01b0ccec70770504976a,,,,,48,5.5,1.67,36,55.4,6.3,32,16,,,,,0,DAF,,,,,,,,
67c8b48ce29c6b8962d330f2,Verde Erva Doce,Farben,#def5e4,Laca,65e87b69cb7a1ff3d9a824ea,65e87b69cb7a1ff3d9a824dc,65e87b69cb7a1ff3d9a824d2,65e87b69cb7a1ff3d9a824de,,,,,,,,,618,5.5,6.3,1,,,,,,,,,0,,,,,,,,,
67cb222ae29c6b8962d84eaf,Verde Sekita (Claro),Farben,#acf442,Laca,65e87b69cb7a1ff3d9a824d2,65e87b69cb7a1ff3d9a824dc,65e87b69cb7a1ff3d9a824ea,,,,,,,,,,135,4.6,38.4,,,,,,,,,,0,,,,,,,,,
67cb2792e29c6b8962d85e88,Verde Sekita (Esc.),Farben,#85ca32,Laca,65e87b69cb7a1ff3d9a824d2,65e87b69cb7a1ff3d9a824dc,65e87b69cb7a1ff3d9a824ea,65e87b69cb7a1ff3d9a824de,65e87b69cb7a1ff3d9a824d6,,,,,,,,180,17.2,34,0.3,3.1,,,,,,,,0,,,,,,,,,
67d47ba3e29c6b8962e5cada,Verde Mark,Farben,#799557,Laca,65e87b69cb7a1ff3d9a824ea,65e87b69cb7a1ff3d9a824d2,65e87b69cb7a1ff3d9a824de,65e87b69cb7a1ff3d9a824dc,,,,,,,,,74.3,265,3.6,44.2,,,,,,,,,0,,,,,,,,,
67d833ade29c6b8962e7a34f,Vermelho Quick,Farben,#ff0404,Acrilico,65ea0eb988af5449465bf4f8,65ea0cbc88af5449465bf4d0,6620073ab18ad27a975a662b,,,,,,,,,,120,345,39,,,,,,,,,,0,,,,,,,,,
67dc0d6ce29c6b8962eeb2ae,Vermelho Alles,Farben,#e75450,Acrilico,65ea0e3988af5449465bf4ec,65ea0cbc88af5449465bf4d0,6620073ab18ad27a975a662b,,,,,,,,,,85,127,30.3,,,,,,,,,,0,,,,,,,,,
67e13b71e29c6b8962ef8bd8,Iced Mercury,Farben,#b1b1b1,Poliester,65ea0d9588af5449465bf4e8,65ea0c5acaee68804da3dfb4,65ea0352ccec707705049770,660da6221da388a666db73b2,660da5271f715b0f8ef7880c,65ea0f0c88af5449465bf500,65ea01b0ccec70770504976a,,,,,,41,10,57,39,3,23,12,,,,,,0,Volvo,94570,,,,,,,
67e161c5e29c6b8962f00a7a,Yellow Green,Farben,#61da54,Acrilico,65ea0edb88af5449465bf4fc,6620073ab18ad27a975a662b,65eef5c2c6ade12d4088a291,65ea0fba88af5449465bf50c,65ea0d9588af5449465bf4e8,,,,,,,,200,108,302,2.9,3.8,,,,,,,,0,Volvo,,,,,,,,
67e16232e29c6b8962f00bea,Cinza Moonstone,Farben,#6f7072,Laca,65e87b69cb7a1ff3d9a824ea,65e87b69cb7a1ff3d9a824de,65e87b69cb7a1ff3d9a824d4,65e87b69cb7a1ff3d9a824cc,65e87b69cb7a1ff3d9a824ce,,,,,,,,361,75.3,1.5,2.45,0.4,,,,,,,,0,VW,,,,,,,,
67e438cde29c6b8962f5a17a,Azul Estratosférico,Farben,#233b62,Laca,65e87b69cb7a1ff3d9a824da,65e87b69cb7a1ff3d9a824ea,65e87b69cb7a1ff3d9a824de,65e87b69cb7a1ff3d9a824e2,,,,,,,,,14.5,6.4,5.3,2,,,,,,,,,0,VW,,,,,,,,
67e458fee29c6b8962f6a3c9,Laranja Ambar,Farben,#e9b431,Laca,65e87b69cb7a1ff3d9a824dc,65e87b69cb7a1ff3d9a824ea,65e87b69cb7a1ff3d9a824d2,65e87b69cb7a1ff3d9a824d6,,,,,,,,,3.25,21,92,117,,,,,,,,,0,,,,,,,,,
67e5a149e29c6b8962fb08d4,Verde Confiança,Farben,#46e325,Laca,65e87b69cb7a1ff3d9a824d2,65e87b69cb7a1ff3d9a824dc,65e87b69cb7a1ff3d9a824ea,,,,,,,,,,417,61,192,,,,,,,,,,0,,,,,,,,,
67e6746ee29c6b8962fbcf90,Vermelho Comfro,Farben,#e05146,Acrilico,65ea0cbc88af5449465bf4d0,65ea0e3988af5449465bf4ec,6620073ab18ad27a975a662b,65ea0d7b88af5449465bf4e4,,,,,,,,,165,117,46.1,1,,,,,,,,,0,,,,,,,,,
67f136bd2dc8370d5e0afa2c,Verde Apoema,Farben,#52764c,Poliester,65ea0e9d88af5449465bf4f4,65f81f8b21502206e1869fda,65ea03c1e3fddb288cb30d87,65ea0d9588af5449465bf4e8,6628112cb51173de0ebda815,65ea0450e3fddb288cb30d8b,65ea01b0ccec70770504976a,65eef5c2c6ade12d4088a291,664ba047141b36233cc19120,,,,22,17,23,18,5,28,8,6,42,,,,0,DAF,,,,,,,,
67f3d2da2dc8370d5e0cc6df,Vermelho Comfro,Farben,#de5045,Laca,65e87b69cb7a1ff3d9a824ce,65e87b69cb7a1ff3d9a824d6,65e87b69cb7a1ff3d9a824ea,,,,,,,,,,140,374,71.2,,,,,,,,,,0,,,,,,,,,
67f6a6322dc8370d5e16ab24,Vermelho Mauricéa,Farben,#ee4428,Laca,65e87b69cb7a1ff3d9a824ce,65e87b69cb7a1ff3d9a824d0,65e87b69cb7a1ff3d9a824ea,,,,,,,,,,100,118,9.5,,,,,,,,,,0,,,,,,,,,
67f6a65a2dc8370d5e16ab87,Laranja Mauricéa,Farben,#fe9415,Laca,65e87b69cb7a1ff3d9a824d6,65e87b69cb7a1ff3d9a824d0,65e87b69cb7a1ff3d9a824ea,,,,,,,,,,133,234,7,,,,,,,,,,0,,,,,,,,,
67f6a6812dc8370d5e16abeb,Amarelo Mauricéa,Farben,#fbe61a,Laca,65e87b69cb7a1ff3d9a824d2,65e87b69cb7a1ff3d9a824d0,65e87b69cb7a1ff3d9a824ea,,,,,,,,,,142,42,1,,,,,,,,,,0,,,,,,,,,
67f92d272dc8370d5e1cec5f,Mint Green,Farben,#0a7624,Acrilico,65ea0edb88af5449465bf4fc,65eef5c2c6ade12d4088a291,6620073ab18ad27a975a662b,65ea0c15caee68804da3dfac,65ea0d9588af5449465bf4e8,,,,,,,,225,68,38,52,0.4,,,,,,,,0,DAF,,,,,,,,
67fcfee22dc8370d5e219500,Graffiti Blue Porsche (Efeito),Farben,#4d5979,Poliester,65f8200421502206e1869fe2,662a7e9f4c5f2c4dd5549a9c,65f81f8b21502206e1869fda,664ba583141b36233cc192cc,65ea01b0ccec70770504976a,,,,,,,,8,5,6,0.5,4,,,,,,,,0,,20ml,p/,5l,,,,,
67ff0eac2dc8370d5e2ac335,PRETO FUNDO PARANÁ BOI,Farben,#413f3f,Acrilico,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
6808f627b84edfb36978a68f,Dourado MB 9470,Farben,#e5d53b,Poliester,65ea0d5d88af5449465bf4e0,65eef66bc6ade12d4088a2b6,65f81f8b21502206e1869fda,660da5722fd6df2c5cc9e6be,6628112cb51173de0ebda815,65ea01b0ccec70770504976a,,,,,,,17,130,80,125,5.5,14,,,,,,,0,MB,mbb,,,,,,,
680b9d0bb84edfb36981577f,Rosa Lavapés (Claro),Farben,#d46390,Laca,65e87b69cb7a1ff3d9a824e2,65e87b69cb7a1ff3d9a824ce,65e87b69cb7a1ff3d9a824ea,65e87b69cb7a1ff3d9a824cc,65e87b69cb7a1ff3d9a824d0,,,,,,,,10,10,28,31,0.5,,,,,,,,0,,,,,,,,,
680b9d2fb84edfb3698158e9,Rosa Lavapés (Escuro),Farben,#84365b,Laca,65e87b69cb7a1ff3d9a824e2,65e87b69cb7a1ff3d9a824cc,65e87b69cb7a1ff3d9a824ea,65e87b69cb7a1ff3d9a824ce,,,,,,,,,98,9,6,12.5,,,,,,,,,0,,,,,,,,,
680f98c9b84edfb36985ffe5,Dourado MB 9470 (Fundo),Farben,#e5d53b,Laca,65e87b69cb7a1ff3d9a824d0,65e87b69cb7a1ff3d9a824de,,,,,,,,,,,1400,10,,,,,,,,,,,0,,,,,,,,,
681a4e39b84edfb36993d5c8,Beigegrau Atego,Farben,#332513,Poliester,660da6221da388a666db73b2,65ea0352ccec707705049770,65ea0d7b88af5449465bf4e4,660da5f01da388a666db73ae,662a7f23b2a5c05f0ccfaaef,660da5271f715b0f8ef7880c,65ea0450e3fddb288cb30d8b,,,,,,9.6,5.3,9,0.7,0.7,2.2,2.7,,,,,,0,MB,7174,,,,,,,
68236f4cb84edfb369d03825,Dourado Familia Costa (Claro),Farben,#f6f8c6,Laca,65e87b69cb7a1ff3d9a824ea,65e87b69cb7a1ff3d9a824d2,65e87b69cb7a1ff3d9a824de,,,,,,,,,,70,9.1,0.2,,,,,,,,,,0,,,,,,,,,
68236f9bb84edfb369d038e9,Dourado Familia Costa (Escuro),Farben,#cdb942,Laca,65e87b69cb7a1ff3d9a824ea,65e87b69cb7a1ff3d9a824d0,65e87b69cb7a1ff3d9a824d4,65e87b69cb7a1ff3d9a824de,,,,,,,,,40,32,56,1.3,,,,,,,,,0,,,,,,,,,
6825fc91864e55cc09417e7b,Amarelo Quick (Esc),Farben,#f1ec8c,Laca,65e87b69cb7a1ff3d9a824d2,65e87b69cb7a1ff3d9a824ea,65e87b69cb7a1ff3d9a824d4,,,,,,,,,,79,249,20.9,,,,,,,,,,0,,,,,,,,,
6825fcd3864e55cc094189bf,Amarelo Quick (Claro),Farben,#ebe355,Laca,65e87b69cb7a1ff3d9a824d0,65e87b69cb7a1ff3d9a824d2,65e87b69cb7a1ff3d9a824ea,65e87b69cb7a1ff3d9a824d4,,,,,,,,,17,16.4,470,1.25,,,,,,,,,0,,,,,,,,,
682729f8864e55cc0944d29a,Azul Chico,Farben,#618ad3,Laca,65e87b69cb7a1ff3d9a824ea,65e87b69cb7a1ff3d9a824da,65e87b69cb7a1ff3d9a824de,65e87b69cb7a1ff3d9a824cc,,,,,,,,,480,219,0.8,30,,,,,,,,,0,,,,,,,,,
68279307864e55cc0946ae92,GREEN 91472,Farben,#bfe15e,Acrilico,65eef5c2c6ade12d4088a291,65ea0edb88af5449465bf4fc,6620073ab18ad27a975a662b,65ea0d9588af5449465bf4e8,65ea0cbc88af5449465bf4d0,,,,,,,,185,11.1,82,2,0.9,,,,,,,,0,,,,,,,,,
682cc75b864e55cc09507dfc,Verde Confiança (Esc.),Farben,#5d8f42,Laca,65e87b69cb7a1ff3d9a824d2,65e87b69cb7a1ff3d9a824ea,65e87b69cb7a1ff3d9a824dc,65e87b69cb7a1ff3d9a824de,65e87b69cb7a1ff3d9a824d6,,,,,,,,75,34,10.9,5,5,,,,,,,,0,,,,,,,,,
683db1ec864e55cc098d7363,Azul VF (Claro),Farben,#7dc3e2,Laca,65e87b69cb7a1ff3d9a824da,65e87b69cb7a1ff3d9a824ea,65e87b69cb7a1ff3d9a824d0,,,,,,,,,,8,55.5,0.8,,,,,,,,,,0,,,,,,,,,
683db234864e55cc098d7412,Azul VF (Médio) ,Farben,#5fa2d0,Laca,65e87b69cb7a1ff3d9a824da,65e87b69cb7a1ff3d9a824ea,65e87b69cb7a1ff3d9a824cc,65e87b69cb7a1ff3d9a824de,,,,,,,,,45.6,110,2.7,2,,,,,,,,,0,,,,,,,,,
683db272864e55cc098d74a8,Azul VF (Esc.),Farben,#2191c4,Laca,65e87b69cb7a1ff3d9a824da,65e87b69cb7a1ff3d9a824ea,65e87b69cb7a1ff3d9a824de,65e87b69cb7a1ff3d9a824cc,,,,,,,,,57,33.8,1.05,1.4,,,,,,,,,0,,,,,,,,,
683db2a2864e55cc098d751f,Cinza VF (Claro),Farben,#9a9a9a,Laca,65e87b69cb7a1ff3d9a824ea,65e87b69cb7a1ff3d9a824de,65e87b69cb7a1ff3d9a824d0,,,,,,,,,,40.5,11.4,2.8,,,,,,,,,,0,,,,,,,,,
683db2cd864e55cc098d758d,Cinza VF (Médio),Farben,#626262,Laca,65e87b69cb7a1ff3d9a824ea,65e87b69cb7a1ff3d9a824de,65e87b69cb7a1ff3d9a824d0,,,,,,,,,,33.5,24.6,0.2,,,,,,,,,,0,,,,,,,,,
683db305864e55cc098d7617,Cinza VF (Esc.),Farben,#232320,Laca,65e87b69cb7a1ff3d9a824ea,65e87b69cb7a1ff3d9a824de,65e87b69cb7a1ff3d9a824d0,,,,,,,,,,33.5,55.3,0.3,,,,,,,,,,0,,,,,,,,,
683f4065864e55cc099a58d9,Preto Fosco Farben,Farben,#0f0f0f,Acrilico,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
684199c83fd3e906e71217fd,Verde JR (Efeito),Farben,#3e6d41,Laca,65e87b69cb7a1ff3d9a824dc,65e87b69cb7a1ff3d9a824d0,65e87b69cb7a1ff3d9a824ea,65e87b69cb7a1ff3d9a824de,,,,,,,,,65,33.5,13,3,,,,,,,,,0,,,,,,,,,
68432aa83fd3e906e719cab4,Amarelo Bandeira (Esc.),Farben,#928726,Laca,65e87b69cb7a1ff3d9a824d4,65e87b69cb7a1ff3d9a824dc,65e87b69cb7a1ff3d9a824d6,65e87b69cb7a1ff3d9a824d2,,,,,,,,,30,5.25,11.55,32,,,,,,,,,0,,,,,,,,,
68432ad93fd3e906e719cbe2,Verde Bandeira,Farben,#435925,Laca,65e87b69cb7a1ff3d9a824dc,65e87b69cb7a1ff3d9a824d0,65e87b69cb7a1ff3d9a824de,65e87b69cb7a1ff3d9a824ea,,,,,,,,,28,15.3,5.1,0.8,,,,,,,,,0,,,,,,,,,
684728143fd3e906e71dd3d8,Diablo Red,Farben,#b73c3c,Poliester,65ea0f9b88af5449465bf508,65f81f8b21502206e1869fda,65f8213606bf9ed72aefbd4f,662287df995b20f4fcc4f3d4,65ea0d7b88af5449465bf4e4,660da5b52fd6df2c5cc9e6c2,,,,,,,16,4,35,2,0.2,10.2,,,,,,,0,DAF,,,,,,,,
6847403c3fd3e906e71f0de8,Vermelho RAL 3020,Farben,#e93e27,Acrilico,6620073ab18ad27a975a662b,65ea0cda88af5449465bf4d4,65ea0e3988af5449465bf4ec,65ea0cbc88af5449465bf4d0,,,,,,,,,10.4,27.3,91,144.8,,,,,,,,,0,,,,,,,,,
6849bf8c2325917ba7fa10c9,Verde Mapé (Médio),Farben,#a1d05c,Laca,65e87b69cb7a1ff3d9a824ea,65e87b69cb7a1ff3d9a824d2,65e87b69cb7a1ff3d9a824dc,65e87b69cb7a1ff3d9a824d4,,,,,,,,,20.6,20.2,5.1,4.6,,,,,,,,,0,,,,,,,,,
6849bfea2325917ba7fa1d5c,Verde Mapé (Claro),Farben,#bde499,Laca,65e87b69cb7a1ff3d9a824ea,65e87b69cb7a1ff3d9a824d0,65e87b69cb7a1ff3d9a824dc,,,,,,,,,,43.9,9.5,5.1,,,,,,,,,,0,,,,,,,,,
6849c02d2325917ba7fa1eb2,Verde Mapé (Esc.),Farben,#434a37,Laca,65e87b69cb7a1ff3d9a824dc,65e87b69cb7a1ff3d9a824d0,65e87b69cb7a1ff3d9a824de,65e87b69cb7a1ff3d9a824ea,,,,,,,,,19,16.7,9.3,2.9,,,,,,,,,0,,,,,,,,,
6849c0a62325917ba7fa2194,Amarelo Mapé,Farben,#ede375,Laca,65e87b69cb7a1ff3d9a824ea,65e87b69cb7a1ff3d9a824d0,65e87b69cb7a1ff3d9a824d4,65e87b69cb7a1ff3d9a824de,,,,,,,,,36.2,8.2,1,0.05,,,,,,,,,0,,,,,,,,,
6855ae962325917ba7179aba,Amarelo Prat's,Farben,#f2dd48,Laca,65e87b69cb7a1ff3d9a824d2,65e87b69cb7a1ff3d9a824ea,65e87b69cb7a1ff3d9a824dc,,,,,,,,,,40,21,0.1,,,,,,,,,,0,,,,,,,,,
6855aedd2325917ba7179b68,Laranja Prat's,Farben,#e0912b,Laca,65e87b69cb7a1ff3d9a824d0,65e87b69cb7a1ff3d9a824d6,65e87b69cb7a1ff3d9a824d4,65e87b69cb7a1ff3d9a824ea,,,,,,,,,94,7.2,8,2.8,,,,,,,,,0,,,,,,,,,
6859ad67059b88ed28a12f23,Vermelho RAL 5030 (Modificado),Farben,#d93333,Acrilico,65ea0e3988af5449465bf4ec,65ea0f9b88af5449465bf508,6620073ab18ad27a975a662b,65ea0d9588af5449465bf4e8,65ea0fba88af5449465bf50c,,,,,,,,320,80,69,4,32,,,,,,,,0,,,,,,,,,
685bf48a059b88ed28b6d3ce,Roxo DeMarchi,Farben,#9c246b,Laca,65e87b69cb7a1ff3d9a824e2,65e87b69cb7a1ff3d9a824ea,65e87b69cb7a1ff3d9a824ce,65e87b69cb7a1ff3d9a824cc,,,,,,,,,22.45,7.9,8.65,2.2,,,,,,,,,0,,,,,,,,,
685d7776059b88ed28c8ea40,Verde Prat's,Farben,#357729,Laca,65e87b69cb7a1ff3d9a824dc,65e87b69cb7a1ff3d9a824d2,65e87b69cb7a1ff3d9a824ea,65e87b69cb7a1ff3d9a824de,,,,,,,,,60,32,12.2,1.2,,,,,,,,,0,,,,,,,,,
6863e64c059b88ed28002b36,Verde Tropical (Base),Farben,#134742,Laca,65e87b69cb7a1ff3d9a824ea,65e87b69cb7a1ff3d9a824de,65e87b69cb7a1ff3d9a824da,65e87b69cb7a1ff3d9a824dc,,,,,,,,,4,4.4,13,14,,,,,,,,,0,,,,,,,,,
6863e68b059b88ed28002c6e,Bege Jupiter (Base),Farben,#b5b367,Laca,65e87b69cb7a1ff3d9a824ea,65e87b69cb7a1ff3d9a824d4,65e87b69cb7a1ff3d9a824de,,,,,,,,,,26,30,3,,,,,,,,,,0,,,,,,,,,
686441bb059b88ed2802d67a,Verde Deluna,Farben,#194d24,Acrilico,65ea0cda88af5449465bf4d4,6620073ab18ad27a975a662b,65ea0e9d88af5449465bf4f4,65ea0d9588af5449465bf4e8,65ea0cf588af5449465bf4d8,,,,,,,,50.6,41.3,308,45.9,7.3,,,,,,,,0,,,,,,,,,
686e5de8059b88ed285548fe,Verde Lorenz,Farben,#103f03,Laca,65e87b69cb7a1ff3d9a824dc,65e87b69cb7a1ff3d9a824de,65e87b69cb7a1ff3d9a824ea,65e87b69cb7a1ff3d9a824d2,,,,,,,,,131,9,12.3,12,,,,,,,,,0,,,,,,,,,
686ff989059b88ed285682a1,Vermelho Super 500,Farben,#ee4944,Laca,65e87b69cb7a1ff3d9a824ce,65e87b69cb7a1ff3d9a824e2,65e87b69cb7a1ff3d9a824ea,65e87b69cb7a1ff3d9a824d2,,,,,,,,,52,10,89,45,,,,,,,,,0,Scania,mar-e-terra,,,,,,,
68716e14059b88ed285fc2b5,Verde Vizentin,Farben,#c3ec82,Laca,65e87b69cb7a1ff3d9a824dc,65e87b69cb7a1ff3d9a824ea,65e87b69cb7a1ff3d9a824d2,,,,,,,,,,2.2,33,26,,,,,,,,,,0,,,,,,,,,
687e3ceb059b88ed28beca8c,Vermelho Perdigão,Farben,#f01510,Acrilico,65ea0cbc88af5449465bf4d0,65ea0e3988af5449465bf4ec,6620073ab18ad27a975a662b,,,,,,,,,,224,444,23,,,,,,,,,,0,,,,,,,,,
687e769d059b88ed28c128be,Vermelho Petropolis (Fundo),Farben,#fc4c6e,Laca,65e87b69cb7a1ff3d9a824ea,65e87b69cb7a1ff3d9a824d6,65e87b69cb7a1ff3d9a824ce,,,,,,,,,,60,60,100,,,,,,,,,,0,,,,,,,,,
68827d26059b88ed28e6688f,Verde Matheus (Claro),Farben,#4e762b,Laca,65e87b69cb7a1ff3d9a824ea,65e87b69cb7a1ff3d9a824dc,65e87b69cb7a1ff3d9a824d0,65e87b69cb7a1ff3d9a824de,,,,,,,,,21,14,22,2.5,,,,,,,,,0,,,,,,,,,
68827d60059b88ed28e66993,Verde Matheus (Esc),Farben,#325941,Laca,65e87b69cb7a1ff3d9a824dc,65e87b69cb7a1ff3d9a824ea,65e87b69cb7a1ff3d9a824de,65e87b69cb7a1ff3d9a824d0,,,,,,,,,58,6,4,2.7,,,,,,,,,0,,,,,,,,,
68875f31059b88ed2808e3ec,Azul Citroen (Adesivo),Farben,#5788ac,Poliester,65f8204821502206e1869fe6,65ea02c3fd35a7ec8989460d,65f81f8b21502206e1869fda,664ba52c141b36233cc192c7,65ea0450e3fddb288cb30d8b,65ea0cf588af5449465bf4d8,65ea0f0c88af5449465bf500,65ea0c5acaee68804da3dfb4,662c0f78683ab0b861cdb382,660da5271f715b0f8ef7880c,,,40,26,18,26,21,19,31,5.8,18,7,,,0,Volvo,,,,,,,,
6888bb1d059b88ed28163d3c,Verde Eco,Farben,#62995f,Poliester,65ea0d9588af5449465bf4e8,65f81f8b21502206e1869fda,664ba047141b36233cc19120,65ea0edb88af5449465bf4fc,664ba52c141b36233cc192c7,660da5271f715b0f8ef7880c,660da6221da388a666db73b2,65eef5c2c6ade12d4088a291,,,,,160,198,57,121,81,15.8,121,11.3,,,,,0,Volvo,,,,,,,,
688a0f45059b88ed282697d3,Azul Zirconio (Exata),Farben,#6d96c3,Poliester,65ea03c1e3fddb288cb30d87,65ea0450e3fddb288cb30d8b,660da6221da388a666db73b2,65ea0f0c88af5449465bf500,65ea01b0ccec70770504976a,65ea0cda88af5449465bf4d4,65ea0c5acaee68804da3dfb4,65f81f8b21502206e1869fda,660da5271f715b0f8ef7880c,65ea105788af5449465bf510,664ba583141b36233cc192cc,65ea0cf588af5449465bf4d8,61,56,50,35,4,1.5,6.2,6,2.4,11.4,16,38,0,MB,,,,,,,,
688a1fb6059b88ed2827a977,Amazon Blue,Farben,#c0cacb,Acrilico,6620073ab18ad27a975a662b,65ea0c5acaee68804da3dfb4,65ea0f0c88af5449465bf500,65ea0cda88af5449465bf4d4,65ea0e9d88af5449465bf4f4,,,,,,,,78,8.3,10.8,3.6,0.5,,,,,,,,0,Volvo,,,,,,,,
688cb81b059b88ed2832f3cb,Amarelo Quatiguá (Efeito),Farben,#eff25a,Laca,65e87b69cb7a1ff3d9a824d0,65e87b69cb7a1ff3d9a824ea,65e87b69cb7a1ff3d9a824d2,65e87b69cb7a1ff3d9a824d4,,,,,,,,,47,88,19,3,,,,,,,,,0,,,,,,,,,
688d0a2b059b88ed2837411c,Verde Eco (Base),Farben,#7ea440,Laca,65e87b69cb7a1ff3d9a824de,65e87b69cb7a1ff3d9a824dc,65e87b69cb7a1ff3d9a824ea,65e87b69cb7a1ff3d9a824d2,,,,,,,,,8,22,12.38,31,,,,,,,,,0,,,,,,,,,
689a2496059b88ed2858883c,Verde Agromina (Escuro),Farben,#377736,Laca,65e87b69cb7a1ff3d9a824ea,65e87b69cb7a1ff3d9a824dc,65e87b69cb7a1ff3d9a824d0,65e87b69cb7a1ff3d9a824de,,,,,,,,,24.4,39.75,44,3.9,,,,,,,,,0,,,,,,,,,
689a251c059b88ed28588c28,Verde Agromina (Médio Escuro),Farben,#518850,Laca,65e87b69cb7a1ff3d9a824ea,65e87b69cb7a1ff3d9a824dc,65e87b69cb7a1ff3d9a824d0,65e87b69cb7a1ff3d9a824de,,,,,,,,,35,30.4,39.05,1.45,,,,,,,,,0,,,,,,,,,
689a259b059b88ed28589c17,Verde Agromina (Médio Claro),Farben,#68a15d,Laca,65e87b69cb7a1ff3d9a824ea,65e87b69cb7a1ff3d9a824dc,65e87b69cb7a1ff3d9a824d0,65e87b69cb7a1ff3d9a824d4,,,,,,,,,47.9,29.4,32.1,22,,,,,,,,,0,,,,,,,,,
689a2634059b88ed2858a187,Verde Agromina Claro,Farben,#7ab966,Laca,65e87b69cb7a1ff3d9a824ea,65e87b69cb7a1ff3d9a824dc,65e87b69cb7a1ff3d9a824d2,65e87b69cb7a1ff3d9a824de,,,,,,,,,148,23.9,64.1,1.45,,,,,,,,,0,,,,,,,,,
689ccf70059b88ed286478c8,Branco Agromina,Farben,#dfe1db,Laca,65e87b69cb7a1ff3d9a824ea,65e87b69cb7a1ff3d9a824dc,65e87b69cb7a1ff3d9a824d2,65e87b69cb7a1ff3d9a824de,,,,,,,,,170,0.15,0.6,0.18,,,,,,,,,0,,,,,,,,,
68a36162059b88ed28780f79,Amarelo Zinho,Farben,#f2d40c,Laca,65e87b69cb7a1ff3d9a824d0,65e87b69cb7a1ff3d9a824ea,65e87b69cb7a1ff3d9a824d2,65e87b69cb7a1ff3d9a824dc,,,,,,,,,878,224.3,92,2,,,,,,,,,0,,,,,,,,,
68a36571059b88ed28783fbc,Quatigua efeito 2,Farben,#d2e548,Laca,65e87b69cb7a1ff3d9a824d0,65e87b69cb7a1ff3d9a824ea,65e87b69cb7a1ff3d9a824dc,,,,,,,,,,120,159,0.15,,,,,,,,,,0,,,,,,,,,
68acbd0a059b88ed2899dbfa,Amarelo Zinho (Efeito),Farben,#b06000,Laca,65e87b69cb7a1ff3d9a824d0,65e87b69cb7a1ff3d9a824ea,65e87b69cb7a1ff3d9a824d8,,,,,,,,,,67,40,6,,,,,,,,,,0,,,,,,,,,
68af05e9059b88ed28a0f1d9,Marrom Zinho,Farben,#6c492e,Laca,65e87b69cb7a1ff3d9a824ce,65e87b69cb7a1ff3d9a824d0,65e87b69cb7a1ff3d9a824de,65e87b69cb7a1ff3d9a824ea,,,,,,,,,44.5,50,13.1,11,,,,,,,,,0,,,,,,,,,
